,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_subj.539,1.7162321873952897,0.14004982894619478,1.4465267056345774,1.6198747965307787,1.71482550373778,1.8106245380555159,1.9935592503497692,0.0011220378560543298
v_stim_subj.541,1.2231535612002298,0.11392079945244936,0.99904094363873919,1.1467248523061087,1.2224651643772924,1.3015499869979448,1.4450514917927282,0.0010714660460012793
v_stim_subj.542,1.3982684633620552,0.11513340769569438,1.1720651808964617,1.3206366547949908,1.3995558794651588,1.4771990950291802,1.6202675849809172,0.00098925699597588769
v_condition,0.048216123659228879,0.023806723024600129,0.00039541269350106684,0.032767950065513744,0.048318167947940707,0.063901282475992111,0.094630714587969664,0.000308050091367969
v_condition_std,0.10421712506379678,0.025494480533608907,0.056656466843690106,0.086900589521337418,0.10349227902100494,0.12052070250969102,0.15677805472432904,0.00053559545609008468
v_condition_subj.501,0.11793880201390951,0.07082964543921981,-0.014120900470435488,0.069285268452088974,0.11586922576186341,0.16500991714249974,0.2625511007664213,0.00080009591662118739
v_condition_subj.502,-0.045613564789781569,0.074324152473702082,-0.19683808760490373,-0.095153720444016321,-0.04339016920473765,0.0048513428727357533,0.094950530180657577,0.00088054405584312258
v_condition_subj.503,0.058403000905302094,0.067730864734848836,-0.074125849375660843,0.013563563181956478,0.057557734478616493,0.10361189369414348,0.1919016487135039,0.00072056783038395677
v_condition_subj.504,0.30515295669406911,0.1014454371712404,0.11759298445679162,0.23412131730712499,0.30268222507507225,0.37234714983321393,0.51033868132961913,0.0019982050208680003
v_condition_subj.505,0.018211009226370849,0.071260117349646337,-0.12483664973526337,-0.02874058600893499,0.01921056072396865,0.06607195402464755,0.15559623515443483,0.00068467458625782085
v_condition_subj.506,0.027419928062282172,0.067599667157540094,-0.1085884352089692,-0.017151761738309235,0.02754061844845148,0.071841113086296274,0.15954937046252449,0.0005818886576787497
v_condition_subj.507,0.040809967007642341,0.073413725716444542,-0.10449248801081898,-0.0069265203370871761,0.04118794258649866,0.089796215508808508,0.18587155111194947,0.0006132512057689353
v_condition_subj.508,-0.047405212411271734,0.069758469430345305,-0.18811991741257592,-0.093727965352957354,-0.045303238381273897,0.00074618258967004691,0.084918796099384353,0.00092055605455782907
v_condition_subj.509,0.20247743168782539,0.083893156337938257,0.048077452613292881,0.14364185230871762,0.20009145188110103,0.25834860190059677,0.37404972452024299,0.0012893905043161158
v_condition_subj.510,0.00064369206693026901,0.059314736446302634,-0.1176448906720137,-0.038186148488559932,0.0010526019601766468,0.040414546607907748,0.1153105905432385,0.00066775987236976126
v_condition_subj.511,0.055960024217526959,0.064936349034044577,-0.070515838678094619,0.012193280080327135,0.055283137132350932,0.098588019115652237,0.18435514619533147,0.00065017374849472571
v_condition_subj.512,-0.04507685793602214,0.077561010121494176,-0.20197110242941288,-0.096589082668143367,-0.042734101114159206,0.0085777961505469347,0.10089680176219562,0.00095956047649269451
v_condition_subj.513,-0.037739985494718312,0.062879220902186034,-0.16531494730939633,-0.079122919942509889,-0.036224343639353333,0.0052609819333591379,0.081527417635388094,0.00071426897893257281
v_condition_subj.514,0.016364108411826776,0.062540069033470119,-0.10899805329980812,-0.025242882835366021,0.017159761061953605,0.058192677101262469,0.13778272777359468,0.00055349336771523614
v_condition_subj.515,0.041653819070049392,0.063338272825188141,-0.082255864147957394,-0.00056348367134305757,0.041001515831446692,0.084276435227406368,0.16783432032291082,0.00060902057674677354
v_condition_subj.516,0.021315283897218242,0.065048957613524985,-0.10773979787981007,-0.021526196205347403,0.021614564314618973,0.064883668226455582,0.14986827691813823,0.00062277010936057878
v_condition_subj.517,0.054927060383255046,0.068657998661568409,-0.078521508335852044,0.0088216696887878643,0.055076400548195598,0.10090285706530142,0.19271390133541119,0.00065801658683741437
v_condition_subj.518,0.02876185955399635,0.072719561545609268,-0.11652391553185634,-0.01885132500443551,0.028958173323975656,0.077434158326417757,0.17102900125059084,0.0006598872693111636
